Touch,Time,X,Y,Target X,Target Y,Level,User: xxx
1,0,0.0000,0.0000
1,1,0.5410,-1.9508
1,2,0.7377,-1.7541
1,3,0.8197,-1.6557
1,4,1.0164,-1.4918
1,5,1.2459,-1.3443
1,6,1.4754,-1.2295
1,7,1.7541,-1.1148
1,8,2.0656,-0.9672
1,9,2.3279,-0.8361
1,10,2.6066,-0.7213
1,11,2.8197,-0.6721
1,12,3.0000,-0.5902
1,13,3.1967,-0.5082
1,14,3.3443,-0.4262
1,15,3.3934,-0.3770
1,16,3.4918,-0.3443
1,17,3.5738,-0.3115
1,18,3.7049,-0.2787
1,19,3.8689,-0.1967
1,20,3.9508,-0.1311
1,21,3.9836,-0.0492
1,22,4.0000,0.0000
1,23,4.0164,0.0328
1,24,4.0164,0.0492
1,25,4.0328,0.0492
1,26,4.0492,0.0492
1,27,4.0656,0.0492
1,28,4.0656,0.0328
1,29,4.0492,-0.0328
1,30,3.9180,-0.2459
1,31,3.7213,-0.5902
1,32,3.5082,-0.9836
1,33,3.2295,-1.2951
1,34,2.9672,-1.5738
1,35,2.7869,-1.8197
1,36,2.5902,-2.0656
1,37,2.4590,-2.1803
1,38,2.3770,-2.2623
1,39,2.2787,-2.3443
1,40,2.1639,-2.4754
1,41,2.0328,-2.6721
1,42,1.9016,-2.8689
1,43,1.8033,-3.0164
1,44,1.7049,-3.1311
1,45,1.6066,-3.2131
1,46,1.5246,-3.2623
1,47,1.3770,-3.3770
1,48,1.1311,-3.5082
1,49,0.8197,-3.6557
1,50,0.5574,-3.8361
1,51,0.3443,-3.9836
1,52,0.2623,-4.0328
1,53,0.2295,-4.0656
1,54,0.2295,-4.0164
1,55,0.2295,-3.8852
1,56,0.1803,-3.5902
1,57,0.0656,-3.2787
1,58,-0.0164,-2.8689
1,59,-0.0164,-2.6230
1,60,-0.0164,-2.4098
1,61,-0.0164,-2.1311
1,62,0.0820,-1.6721
1,63,0.2295,-0.9508
1,64,0.4098,-0.2295
1,65,0.5902,0.3115
1,66,0.7869,0.7049
1,67,0.9508,1.0000
1,68,1.0984,1.3607
1,69,1.1311,1.4098
1,70,1.1475,1.5574
1,71,1.1475,1.6230
1,72,1.1475,1.6721
1,73,1.1475,1.7049
1,74,1.1475,1.7213
1,75,1.1311,1.7541
1,76,1.1148,1.7869
1,77,1.0820,1.8525
1,78,1.0492,1.8852
1,79,1.0164,1.9344
1,80,0.9344,1.9672
1,81,0.9180,1.9836
1,82,0.8852,2.0000
1,83,0.8689,2.0000
1,84,0.8525,2.0000
1,85,0.8197,2.0000
1,86,0.7869,2.0000
1,87,0.6885,1.9508
1,88,0.5902,1.9180
1,89,0.4426,1.8852
1,90,0.3279,1.8361
1,91,0.3115,1.8361
1,92,0.2951,1.8361
1,93,0.2787,1.8361
1,94,0.2623,1.8361
1,95,0.2131,1.8361
1,96,0.1967,1.8689
1,97,0.1803,1.8689
1,98,0.1148,1.8852
2,0,0.0000,0.0000
2,1,-2.9016,2.4262
2,2,-2.9836,2.5246
2,3,-3.0820,2.5902
2,4,-3.1639,2.6721
2,5,-3.3279,2.7705
2,6,-3.5082,2.9016
2,7,-3.7213,3.0328
2,8,-4.0328,3.1803
2,9,-4.1639,3.2623
2,10,-4.2787,3.2951
2,11,-4.3770,3.3115
2,12,-4.4426,3.3443
2,13,-4.4918,3.3443
2,14,-4.5082,3.3443
2,15,-4.5246,3.3443
2,16,-4.5574,3.3443
2,17,-4.5902,3.3443
2,18,-4.6557,3.3443
2,19,-4.7705,3.3443
2,20,-4.9016,3.3443
2,21,-5.0820,3.3279
2,22,-5.1639,3.3279
2,23,-5.2623,3.3279
2,24,-5.2951,3.3279
2,25,-5.3115,3.3279
2,26,-5.3279,3.3279
2,27,-5.3607,3.3279
2,28,-5.3770,3.3279
