Touch,Time,X,Y,Target X,Target Y,Level,User: xxx
1,0,0.0000,0.0000
1,1,-2.0820,-1.2459
1,2,-2.2295,-1.2295
1,3,-2.3607,-1.1967
1,4,-2.5082,-1.0984
1,5,-2.8033,-0.9508
1,6,-2.9836,-0.8525
1,7,-3.0820,-0.7869
1,8,-3.1475,-0.7705
1,9,-3.1475,-0.7541
1,10,-3.1639,-0.7541
1,11,-3.1639,-0.7377
1,12,-3.2131,-0.7049
1,13,-3.2623,-0.6557
1,14,-3.3115,-0.6230
1,15,-3.3443,-0.5902
1,16,-3.3770,-0.5574
1,17,-3.4098,-0.5246
1,18,-3.4426,-0.4918
1,19,-3.5246,-0.4262
1,20,-3.5246,-0.4098
1,21,-3.5574,-0.3934
1,22,-3.5738,-0.3770
1,23,-3.6066,-0.3443
1,24,-3.6230,-0.3279
1,25,-3.6393,-0.3115
1,26,-3.6721,-0.2787
1,27,-3.7049,-0.2459
1,28,-3.7541,-0.1967
1,29,-3.8197,-0.1475
1,30,-3.8689,-0.0656
1,31,-3.9508,0.0164
1,32,-4.0164,0.0820
1,33,-4.0656,0.1475
1,34,-4.1148,0.2295
1,35,-4.1967,0.2951
1,36,-4.1803,0.3115
1,37,-4.1311,0.3115
1,38,-4.1148,0.3115
1,39,-4.0492,0.3115
1,40,-3.8852,0.2787
1,41,-3.5738,0.1803
1,42,-3.2131,0.0820
1,43,-2.8033,-0.0164
1,44,-2.2951,-0.1311
1,45,-2.1311,-0.1803
1,46,-2.0000,-0.2295
1,47,-1.9016,-0.2787
1,48,-1.6557,-0.3770
1,49,-1.3279,-0.5574
1,50,-0.8525,-0.8525
1,51,-0.2131,-1.2787
1,52,0.7213,-1.9344
1,53,1.9508,-2.6393
1,54,3.1475,-3.2131
1,55,3.9508,-3.5738
1,56,4.5246,-3.8525
1,57,4.9180,-4.0164
1,58,5.2131,-4.0984
1,59,5.2459,-4.0984
1,60,5.2623,-4.0984
1,61,5.2787,-4.0984
1,62,5.3443,-4.0984
1,63,5.4098,-4.0984
1,64,5.4754,-4.0984
1,65,5.5574,-4.1148
1,66,5.6393,-4.1148
1,67,5.7049,-4.1148
1,68,5.7541,-4.1148
1,69,5.7869,-4.1148
1,70,5.8197,-4.1148
1,71,5.9016,-4.1148
1,72,5.9016,-4.0984
1,73,5.8852,-4.0984
1,74,5.8525,-4.0984
1,75,5.7869,-4.0984
1,76,5.6393,-4.0984
1,77,5.2623,-4.0492
1,78,4.4590,-3.7705
1,79,3.0984,-3.2787
1,80,0.9180,-2.4098
1,81,-0.1803,-1.9016
1,82,-0.9344,-1.5902
1,83,-1.3607,-1.3443
1,84,-1.6393,-1.1967
1,85,-1.8525,-1.0656
1,86,-2.0984,-0.8689
1,87,-2.2951,-0.7377
1,88,-2.4918,-0.5902
1,89,-2.7049,-0.4262
1,90,-2.8689,-0.3115
1,91,-2.9836,-0.2295
1,92,-3.0656,-0.1803
1,93,-3.1967,-0.1148
1,94,-3.2623,-0.0984
1,95,-3.3115,-0.0820
1,96,-3.3279,-0.0820
1,97,-3.3443,-0.0656
1,98,-3.3607,-0.0656
1,99,-3.4098,-0.0656
1,100,-3.5082,-0.0656
1,101,-3.6230,-0.0656
1,102,-3.7377,-0.0492
1,103,-3.8033,-0.0492
1,104,-3.8689,-0.0328
1,105,-3.9180,-0.0164
1,106,-3.9344,-0.0164
1,107,-3.9508,-0.0164
1,108,-3.9508,0.0000
1,109,-3.9672,0.0000
1,110,-3.9836,0.0000
1,111,-4.0000,0.0328
1,112,-4.0328,0.0656
1,113,-4.0984,0.1475
1,114,-4.1639,0.2131
1,115,-4.1967,0.2623
1,116,-4.2295,0.2951
1,117,-4.2459,0.3115
1,118,-4.2623,0.3443
1,119,-4.2951,0.4262
1,120,-4.3279,0.4754
1,121,-4.3443,0.4918
1,122,-4.3770,0.5410
1,123,-4.3934,0.6066
1,124,-4.4426,0.6557
1,125,-4.4918,0.7541
1,126,-4.5574,0.9016
1,127,-4.6393,1.0328
1,128,-4.6885,1.1639
1,129,-4.7377,1.2459
1,130,-4.7869,1.3443
1,131,-4.8361,1.4098
1,132,-4.8852,1.5574
1,133,-5.0000,1.7541
1,134,-5.0984,1.9180
1,135,-5.1639,2.0492
1,136,-5.1967,2.1311
1,137,-5.2459,2.1967
1,138,-5.2787,2.2951
1,139,-5.3443,2.4262
1,140,-5.4098,2.5738
1,141,-5.4918,2.7213
1,142,-5.5574,2.8525
1,143,-5.6393,2.9836
1,144,-5.6885,3.0820
1,145,-5.7213,3.1475
1,146,-5.7377,3.2131
1,147,-5.8197,3.3279
1,148,-5.8361,3.3770
1,149,-5.8689,3.4262
1,150,-5.8689,3.4426
1,151,-5.9016,3.5082
1,152,-5.9180,3.5410
1,153,-5.9344,3.5738
1,154,-5.9344,3.5902
