Touch,Time,X,Y,Target X,Target Y,Level,User: 
12,0,0.0000,0.0000
12,1,-3.7377,3.3607
12,2,-3.7377,3.3770
12,3,-3.7705,3.4098
12,4,-3.8361,3.4918
12,5,-4.0000,3.6393
12,6,-4.1311,3.7541
12,7,-4.2623,3.8197
12,8,-4.3607,3.9180
12,9,-4.4918,4.0164
12,10,-4.6393,4.1148
12,11,-4.8197,4.2131
12,12,-4.9672,4.3279
12,13,-5.0984,4.4098
12,14,-5.2131,4.4426
12,15,-5.2623,4.4754
12,16,-5.3279,4.4918
12,17,-5.3443,4.4918
12,18,-5.3770,4.4918
12,19,-5.4262,4.4918
12,20,-5.4918,4.4918
12,21,-5.5246,4.4918
12,22,-5.5574,4.4918
12,23,-5.5738,4.4918
